show_id;type;title;director;date_added;release_year;rating_ages;description;time;unit_time
s3888;TV Show;Chambers;Unknown;2019-04-26;2019;Adults;Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death.;1;Seasons
s3889;Movie;Loving is Losing;Fernando Ayllón;2019-04-26;2019;Adults;When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.;91;Minutes
s3890;Movie;Money Trap;Yılmaz Erdoğan;2019-04-26;2019;Adults;When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.;122;Minutes
s3891;Movie;Njan Prakashan;Sathyan Anthikad;2019-04-26;2018;Older Kids;Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa.;125;Minutes
s3892;Movie;ReMastered: Devil at the Crossroads;Brian Oakes;2019-04-26;2019;Teens;Cloaked in mystery, bluesman Robert Johnson left his mark on American music. Now family, critics and famous fans look for the real man behind the music.;49;Minutes
s3893;TV Show;Street Food;Unknown;2019-04-26;2019;Older Kids;Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.;1;Seasons
s3894;TV Show;The Hateful Eight: Extended Version;Quentin Tarantino;2019-04-25;2015;Adults;Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.;1;Seasons
s3895;Movie;A Fortunate Man;Bille August;2019-04-20;2018;Adults;A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.;168;Minutes
s3896;Movie;Grass Is Greener;Fab Five Freddie;2019-04-20;2019;Adults;It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.;98;Minutes
s3897;Movie;Brené Brown: The Call to Courage;Sandra Restrepo;2019-04-19;2019;Teens;With humor and empathy, Brené Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty.;77;Minutes
s3898;TV Show;KO One;Unknown;2019-04-19;2005;Adults;Gifted with special powers, fighting skills and slick hair, the rowdy KO One navigates tough friendships and high school romance.;1;Seasons
s3899;TV Show;Lunatics;Unknown;2019-04-19;2019;Adults;This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.;1;Seasons
s3900;Movie;Music Teacher;Sarthak Dasgupta;2019-04-19;2019;Teens;A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.;102;Minutes
s3901;TV Show;My Dear Boy;Unknown;2019-04-19;2017;Adults;Heartbroken and romantically pessimistic, a commercial director meets a young artist and teaches him life-changing lessons about love.;1;Seasons
s3902;TV Show;Rilakkuma and Kaoru;Unknown;2019-04-19;2019;Older Kids;Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear.;1;Seasons
s3903;TV Show;Samantha!;Unknown;2019-04-19;2019;Adults;A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.;2;Seasons
s3904;Movie;Someone Great;Jennifer Kaytin Robinson;2019-04-19;2019;Adults;On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning – and one last adventure with her closest friends.;92;Minutes
s3905;Movie;The Ruthless;Renato De Maria;2019-04-19;2019;Adults;A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.;111;Minutes
s3906;Movie;A Little Chaos;Alan Rickman;2019-04-17;2014;Adults;A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications.;113;Minutes
s3907;Movie;Franco Escamilla: Bienvenido al mundo;Ulises Valencia;2019-04-17;2019;Adults;Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance.;54;Minutes
s3908;Movie;HOMECOMING: A film by Beyoncé;Beyoncé Knowles-Carter;2019-04-17;2019;Adults;This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.;138;Minutes
s3909;Movie;About Time;Richard Curtis;2019-04-16;2013;Adults;When Tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams.;123;Minutes
s3910;Movie;Super Monsters Furever Friends;Unknown;2019-04-16;2019;Kids;On the first night of spring, the Super Monsters gather for food, fun and games in the park – and get to meet their adorable new pets!;59;Minutes
s3911;Movie;Bollywood Calling;Nagesh Kukunoor;2019-04-15;2001;Adults;A down-and-out Hollywood actor is utterly unprepared for the eccentricities that await when an Indian producer offers him a role in a Bollywood film.;102;Minutes
s3912;Movie;Ek Khiladi Ek Haseena;Suparn Verma;2019-04-15;2005;Teens;Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted.;141;Minutes
s3913;Movie;Generation Iron 3;Vlad Yudin;2019-04-15;2018;Adults;Bodybuilders come together from around the world to compete in the Mr. Olympia competition and try to achieve their goals of physical perfection.;95;Minutes
s3914;Movie;Hazaaron Khwaishein Aisi;Sudhir Mishra;2019-04-15;2003;Adults;In a politically charged India of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart.;111;Minutes
s3915;Movie;Jhankaar Beats;Sujoy Ghosh;2019-04-15;2003;Teens;Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition.;131;Minutes
s3916;Movie;Mumbai Matinee;Anant Balani;2019-04-15;2003;Teens;Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star.;116;Minutes
s3917;Movie;Rainbow Jelly;Soukarya Ghosal;2019-04-15;2018;Teens;Mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes.;119;Minutes
s3918;Movie;Shabd;Leena Yadav;2019-04-15;2005;Teens;When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry.;146;Minutes
s3919;Movie;Shortcut Safari;Amitabha Singh;2019-04-15;2016;Older Kids;Unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.;101;Minutes
s3920;Movie;Thriller;Dallas Jackson;2019-04-14;2018;Adults;When a prank goes wrong, a shy kid from Compton is sent away for murder. Four years later, he’s back and out for revenge on homecoming weekend.;87;Minutes
s3921;TV Show;Crazy Ex-Girlfriend;Unknown;2019-04-13;2019;Adults;Still pining for Josh, the boy who dumped her ages ago, whip-smart lawyer Rebecca jettisons her New York life and moves to California to win him back.;4;Seasons
s3922;Movie;Who Would You Take to a Deserted Island?;Jota Linares;2019-04-13;2019;Adults;On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.;94;Minutes
s3923;Movie;Dabbe 5: Zehr-i Cin;Hasan Karacadağ;2019-04-12;2014;Adults;When Dilek becomes haunted by evil spirits and loses control of her body, she seeks the help of a woman with dark secrets to cure her.;133;Minutes
s3924;Movie;Dabbe: The Possession;Hasan Karacadağ;2019-04-12;2013;Adults;Ahead of her wedding, Kübra is possessed by demons. When an examination reveals more horror, her friend, a psychiatrist, tries to perform an exorcism.;135;Minutes
s3925;Movie;Francesco De Carlo: Cose di Questo Mondo;Unknown;2019-04-12;2019;Adults;Taking the stage in Milan, Francesco De Carlo opens up about his bad habits, religion, politics and what he's learned from traveling the world.;61;Minutes
s3926;TV Show;Huge in France;Unknown;2019-04-12;2019;Adults;Eager to reconnect with his son, French comedy star Gad Elmaleh moves to LA, only to discover that he's left all his fame and celebrity perks behind.;1;Seasons
s3927;Movie;The Perfect Date;Chris Nelson;2019-04-12;2019;Teens;To earn money for college, a high schooler launches an app offering his services as a fake date. But when real feelings emerge, things get complicated.;91;Minutes
s3928;TV Show;New Girl;Unknown;2019-04-11;2018;Teens;Still rebounding from a breakup, Jessica Day moves in with three single guys, all of whom are ready to help her understand the ways of the world.;7;Seasons
s3929;TV Show;Persona;Lee Kyoungmi, Yim Pilsung, Jeon Go-woon, Kim Jong-kwan;2019-04-11;2019;Adults;An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.;1;Seasons
s3930;Movie;Liss Pereira: Reteniendo líquidos;Fernando Ayllón;2019-04-10;2019;Teens;A pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships.;59;Minutes
s3931;Movie;The Silence;John R. Leonetti;2019-04-10;2019;Teens;With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.;91;Minutes
s3932;TV Show;You vs. Wild;Unknown;2019-04-10;2019;Older Kids;In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.;1;Seasons
s3933;Movie;Sarvam Thaala Mayam (Telugu Version);Rajiv Menon;2019-04-08;2018;Teens;An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist.;131;Minutes
s3934;Movie;Petta (Telugu Version);Karthik Subbaraj;2019-04-07;2019;Teens;An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.;170;Minutes
s3935;TV Show;Time: The Kalief Browder Story;Unknown;2019-04-07;2017;Adults;This series traces the tragic case of Kalief Browder, a Bronx teen who spent three horrific years in jail, despite never being convicted of a crime.;1;Seasons
s3936;Movie;Alien Warfare;Jeremiah Jones;2019-04-05;2019;Adults;The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.;88;Minutes
s3937;TV Show;Derek;Unknown;2019-04-05;2015;Adults;Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.;3;Seasons
s3938;TV Show;Imposters;Unknown;2019-04-05;2017;Adults;Supported by a team of fellow thieves, a con artist lures her targets into matrimony and then absconds with their fortunes in this darkly comic series.;2;Seasons
s3939;TV Show;Our Planet;Unknown;2019-04-05;2019;Older Kids;Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.;1;Seasons
s3940;Movie;Petta;Karthik Subbaraj;2019-04-05;2019;Teens;An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.;170;Minutes
s3941;TV Show;Quicksand;Unknown;2019-04-05;2019;Adults;After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.;1;Seasons
s3942;TV Show;Rimba Racer;Unknown;2019-04-05;2017;Older Kids;In this animated action series, a rookie driver seeks glory in a world-class auto race, but he’ll need more than just his talent behind the wheel.;1;Seasons
s3943;TV Show;Roman Empire: Reign of Blood;Unknown;2019-04-05;2019;Adults;This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.;3;Seasons
s3944;TV Show;Spirit: Riding Free;Unknown;2019-04-05;2019;Older Kids;In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.;8;Seasons
